ISBN,publisher_name,title,author,genre,  num_pages,price,cost,num_in_stock,percentage_to_publishers
9780451527929      ,Signet Classics,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,Mystery,566,58.64,3.74,140,20.44
9780872207332      ,Hackett Publishing Company  Inc.,Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan,Short-Story,297,89.29,3.92,246,32.12
9780872201774      ,Hackett Publishing Company  Inc.,Leviathan,Thomas Hobbes/Edwin M. Curley,Thriller,1073,67.49,3.96,24,21.27
9781585670987      ,Harry N. Abrams,The Book of Leviathan,Peter Blegvad,Graphic Novel,1222,36.22,2.89,191,47.81
9780140447606      ,Penguin Classics,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,Mystery,974,18.74,1.07,96,47.75
9780226805368      ,University of Chicago Press,Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,Suspense,383,18.75,4.18,175,29.64
9781550821086      ,Quarry Press,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,Fantasy,478,57.36,3.28,106,41.68
9781570715839      ,Sourcebooks,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,Horror,856,62.06,3.12,16,29.97
9780312278496      ,Picador,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,Short-Story,444,88.01,2.51,83,35.24
9780812969900      ,Modern Library,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,Satire,996,38.05,2.39,133,21.85
9780451529626      ,Signet Classics,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,Mystery,1410,43.42,2.17,130,44.2
9781595690456      ,MONDIAL,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,Paranormal Romance,827,45.41,2.43,15,36.91
9780575073432      ,Gollancz,The Dream Master,Roger Zelazny,Mystery,1133,50.04,3.26,232,28.43
9780380789115      ,Harper Voyager,The Queen's Necklace,Teresa Edgerton,Science Fiction,338,80.16,3.45,289,46.83
9780441294275      ,Ace,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,Short-Story,1366,47.6,1.62,135,49.08
9780441909117      ,Ace,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,Graphic Novel,131,63.39,2.06,153,11.2
9780441092758      ,Ace,The Castle of  the Silver Wheel,Teresa Edgerton,Fiction,928,54.62,4.57,127,28.14
9780517604465      ,Crescent,China and Japan (Myths and Legends),Donald A. Mackenzie,Fantasy,1244,63.09,2.38,144,41.09
9781400040308      ,Alfred A. Knopf,A Madman Dreams of Turing Machines,Janna Levin,Fantasy,1020,80.82,4.52,109,32.76
9781840462500      ,Totem Books,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,Graphic Novel,710,85.37,3.17,125,19.39
9780804721288      ,Stanford University Press,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,Thriller,378,50.04,3.16,19,43.71
9781599869506      ,Filiquarian Publishing  LLC.,Heart of Darkness,Joseph Conrad,Drama,1158,19.49,4.08,253,22.9
9780441012374      ,Ace,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,Paranormal Romance,680,70.58,1.22,27,49.82
9781416505518      ,Pocket Books,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,Fiction,1077,24.54,1.69,79,21.77
9780441094998      ,Ace Books,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,Horror,1091,79.79,1.23,189,29.4
9780312875572      ,Tor Books,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,Mystery,1279,51.83,1.15,15,33.77
9781416505525      ,Pocket Books: Gallery Books,Citizen of the Galaxy,Robert A. Heinlein,Historical Fiction,610,51.58,4.37,16,36.57
9780340837948      ,Hodder & Stoughton,The Moon is a Harsh Mistress,Robert A. Heinlein,Fiction,1380,81.07,1.14,77,39.39
9780395957998      ,Houghton Mifflin Harcourt,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,Mystery,968,65.93,4.81,184,48.55
9780060790592      ,Harper Perennial,The Mysteries of Pittsburgh,Michael Chabon,Short-Story,445,60.52,4.82,249,13.07
9780786816156      ,Miramax,Summerland,Michael Chabon,Adventure,1442,83.44,2.53,293,23.14
9780007149827      ,HarperCollins,The Yiddish Policemen's Union,Michael Chabon,Adventure,482,45.06,2.6,196,12.74
9780091895815      ,Ebury Press,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,Adventure,1191,72.1,4.21,17,13.75
9781400076819      ,Vintage,The Disappointment Artist,Jonathan Lethem,Chick lit,325,70.4,2.13,210,26.57
9780156032483      ,Mariner Books,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,Drama,662,22.67,2.58,113,25.67
9780385512183      ,Doubleday Books,You Don't Love Me Yet,Jonathan Lethem,Adventure,1409,26.03,1.34,41,17.74
9780156028974      ,Mariner Books,Gun  With Occasional Music,Jonathan Lethem,Chick lit,197,85.39,1.04,273,39.74
9780375700125      ,Vintage,As She Climbed Across the Table,Jonathan Lethem,Mystery,147,12.86,4.92,55,46.84
9780671870744      ,Touchstone,Living With the Passive-Aggressive Man,Scott Wetzler,Thriller,1156,69.94,1.23,208,47.78
9780738543390      ,Arcadia Publishing (SC),Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,Anthology,232,72.5,2.4,88,41.19
9780743270205      ,Touchstone,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,Children,865,52.98,2.44,233,38.7
9780553381535      ,Dial Press,Beach Music,Pat Conroy,Historical Fiction,736,87.43,4.83,110,21.41
9780553381542      ,Dial Press Trade Paperback,The Prince of Tides,Pat Conroy,Crime,1075,92.7,3.8,293,24.39
9780440243250      ,Dell,Blessings,Belva Plain,Non-Fiction,326,68.71,3.19,263,14.33
9780517293638      ,Random House Value Publishing,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,Thriller,838,18.57,2.9,126,46.85
9780345437860      ,Fawcett Books,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,Historical Fiction,573,76.56,4.68,25,28.31
9780345371478      ,Fawcett,The Case of the Half-Wakened Wife,Erle Stanley Gardner,Horror,229,80.66,4.64,223,27.33
9780060581060      ,Avon,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,Fantasy,1367,76.8,1.2,72,33.57
9780345914835      ,Ballantine Books,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,Historical Fiction,466,93.06,4.38,181,34.09
9780345437839      ,Fawcett,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,Paranormal Romance,416,87.69,1.57,109,37.86
9780060515225      ,William Morrow,Fragile Things: Short Fictions and Wonders,Neil Gaiman,Drama,920,61.88,4.3,224,37.5
9781933368368      ,Soft Skull Press,The Good Fairies of New York,Martin Millar/Neil Gaiman,Graphic Novel,116,95.92,2.52,200,42
9780380789023      ,Avon Books,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,Paranormal Romance,1213,59.57,3.09,162,25.85
9781852864989      ,Titan Books,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,Chick lit,1227,99.31,1.64,231,32.01
9780061142024      ,Harper Perennial,Stardust,Neil Gaiman,Short-Story,974,13.3,1.02,118,26.55
9781593076672      ,Dark Horse Books,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,Non-Fiction,182,49.39,3.15,148,31.39
9780375725500      ,Vintage,The Diagnosis,Alan Lightman,Thriller,528,25.94,3.14,52,45.22
9780060936501      ,Harper Perennial,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,Adventure,1290,62.76,2.07,108,24.57
9780385023511      ,Anchor,The Complete Poetry,John Milton/John T. Shawcross,Short-Story,1092,98.77,2.46,176,46.11
9780872206786      ,Hackett Publishing Company  Inc.,The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,Fantasy,394,19.68,4.52,81,35.31
9780415940474      ,Routledge,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,Chick lit,1056,79.67,3.19,74,36.57
9780192804099      ,Oxford University Press,The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,Satire,1480,71.16,4.92,280,11.04
9780816638635      ,Univ Of Minnesota Press,Christopher and His Kind,Christopher Isherwood,Crime,1415,31.21,2.14,70,32.21
9780816639823      ,Univ Of Minnesota Press,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,Anthology,438,97.83,3.66,297,33.3
9780816638628      ,Univ Of Minnesota Press,A Single Man,Christopher Isherwood,Satire,588,34.87,3.63,168,22.41
9780020199854      ,Scribner,The Love of the Last Tycoon,F. Scott Fitzgerald,Paranormal Romance,1351,61.97,1.28,271,35.02
9781860465659      ,The Harvill Press,About This Life,Barry  Lopez,Historical Fiction,727,15.01,1.4,76,47.24
9780375727481      ,Vintage,Arctic Dreams,Barry  Lopez,Science Fiction,424,75.82,4.34,236,32.58
9781400075126      ,Vintage,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,Romance,1209,60.26,2.47,214,43.04
9780679740995      ,Vintage,The Rediscovery of North America,Barry  Lopez,Science Fiction,159,97.74,3.61,163,34.66
9780684844251      ,Simon  Schuster,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,Crime,867,46.96,1.66,68,34.04
9780688149482      ,William Morrow Paperbacks,How to Write: Advice and Reflections,Richard Rhodes,Non-Fiction,960,19.67,3.04,284,29.22
9780375713934      ,Vintage,John James Audubon,Richard Rhodes,Suspense,122,29.41,3.04,58,37.74
9780375708220      ,Vintage,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,Anthology,204,76.52,3.28,24,48.85
9780700610389      ,University Press of Kansas,A Hole in the World: An American Boyhood,Richard Rhodes,Horror,681,77.84,1.14,41,19.74
9780811212472      ,New Directions Publishing Corporation,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,Short-Story,400,45.73,1.31,75,21.53
9780393959055      ,W.W. Norton & Company,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,Adventure,1020,68.41,4.83,240,16.64
9781883011956      ,Library of America,Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,Adventure,1071,27.73,3.33,208,14.84
9780140150315      ,Penguin Books,The Portable Thoreau,Henry David Thoreau/Carl Bode,Anthology,1074,27.86,3.64,163,26.17
9781558964907      ,Skinner House Books,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,Satire,206,20.76,1.77,171,43.72
9781420925227      ,Digireads.com,Civil Disobedience and Other Essays,Henry David Thoreau,Fantasy,371,69.31,4.81,164,38.04
9780691096124      ,Princeton University Press,Walden,Henry David Thoreau,Anthology,1358,11.65,1.17,115,47.98
9780873388245      ,Kent State University Press,Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,Action,759,29.72,4.57,240,18
9780727891600      ,Severn House Publishers,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,Science Fiction,1199,23.02,3.88,74,18.47
9780843946338      ,Leisure Books,Prey,Graham Masterton,Graphic Novel,825,39.95,3.09,179,20.44
9780727859624      ,Severn House Publishers,Hidden World,Graham Masterton,Fiction,277,64.68,1.06,124,14.54
9780843947465      ,Leisure Books,The House That Jack Built,Graham Masterton,Science Fiction,733,82.09,4.01,119,37.16
9780395809990      ,Cengage Learning,The Riverside Milton,John Milton/Roy C. Flannagan,Fantasy,905,68.94,2.65,230,47.79
9781405151412      ,Wiley-Blackwell,How to Read a Poem,Terry Eagleton,Romance,1491,43.29,1.53,198,35.3
9780312316136      ,St. Martin's Griffin,The Gatekeeper: A Memoir,Terry Eagleton,Paranormal Romance,932,49.91,2.57,81,29.38
9780631163022      ,Basil Blackwell (Cambridge  MA/Oxford),The Ideology of the Aesthetic,Terry Eagleton,Anthology,1003,79.91,3.3,81,14.91
9780415285841      ,Routledge,Marxism and Literary Criticism,Terry Eagleton,Romance,228,37.74,4.72,116,15.11
9780449004838      ,Ballantine Books,Children of God (The Sparrow  #2),Mary Doria Russell,Romance,890,31.66,3.08,154,49.06
9780312940669      ,St. Martin's Paperbacks,When the Lion Feeds (Courtney  #1),Wilbur Smith,Short-Story,957,61.69,3.99,91,17.89
9780312317119      ,St. Martin's Griffin,Birds of Prey (Courtney #9),Wilbur Smith,Historical Fiction,1258,84.19,3.77,239,33.57
9780887082436      ,Picture Book Studio Ltd,Alberic the Wise,Norton Juster/Leonard Baskin,Adventure,523,31.74,1.79,68,20.26
9780786809141      ,Little  Brown Books for Young Readers,The Hello  Goodbye Window,Norton Juster/Chris Raschka,Satire,1320,81.11,2.05,243,38.08
9780394733524      ,Random House,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,Action,838,91.15,2.79,18,30.6
9782013218474      ,Hachette Jeunesse,Le Royaume fantôme,Norton Juster,Adventure,291,46.92,1.96,143,48.64
9781416532811      ,Baen Books,1632,Eric Flint,Children,610,47.53,2.23,228,43.49
9781855325524      ,Osprey Publishing,Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,Fiction,1067,15.23,2.26,70,11.01
9780785100492      ,Marvel Comics,Marvels,Kurt Busiek/Alex Ross,Action,781,11.84,3.58,172,26.77
9780785113881      ,Marvel Comics Group,Marvels,Kurt Busiek/Alex Ross,Chick lit,586,91.46,3.69,92,42.51
9781401212636      ,DC Comics,Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,Thriller,984,25.34,2.18,273,36.63
9780785124979      ,Marvel,Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,Science Fiction,772,44.85,3.08,44,26.9
9781401209544      ,DC Comics,Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,Fiction,1270,97.18,4.81,120,11.11
9781563893308      ,DC Comics,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,Short-Story,144,84.67,2.27,45,43.53
9780785117759      ,Marvel Comics Group,Fantastic Four  Volume 2,Mark Waid/Mike Wieringo/Howard Porter,Historical Fiction,780,16.06,2.54,221,48.79
9781563896231      ,DC Comics,The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,Paranormal Romance,1342,50.36,2.49,241,37.5
9780785120117      ,Marvel Comics Group,Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,Crime,1334,95.06,1.46,131,19.25
9781563894473      ,DC Comics,Underworld Unleashed,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,Chick lit,1149,55.78,4.82,286,26.17
9780785115366      ,Marvel Comics Group,Fantastic Four  Vol 5: Disassembled,Mark Waid/Paco Medina,Horror,1203,67.87,2.12,123,18.12
9781595140609      ,Razorbill,Devilish,Maureen Johnson,Satire,428,42.64,1.85,19,24.72
9780345487629      ,Ballantine Books,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,Children,744,76.82,4.74,250,39.33
9780821758267      ,Zebra,A Devilish Dilemma,Judith A. Lansdowne,Drama,1198,17.5,3.15,123,16.73
9780670061181      ,Viking Books,Paranoid Park,Blake Nelson,Science Fiction,872,97.04,4.93,209,40.52
9780141012254      ,Penguin,Notes on a Scandal,Zoë Heller,Horror,651,54.08,4.68,144,11.87
9780060541439      ,HarperCollins Publishers,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,Horror,411,22.25,4.14,139,40.74
9780553379655      ,Bantam,My Ishmael (Ishmael  #3),Daniel Quinn,Science Fiction,533,87.9,4.74,33,33.66
9780671743550      ,Pocket Books,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,Satire,1446,32.74,4.17,152,49.06
9782879291482      ,Éditions de L'Olivier,Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,Crime,1046,98.78,1.38,60,46.84
9780192805980      ,Oxford University Press,Flatland,Edwin A. Abbott/Rosemary Jann,Action,1383,86.99,1.64,229,20.09
9781903985175      ,Basic Books,Flatland,Edwin A. Abbott/Ian Stewart,Children,805,28.4,2.71,111,22.21
9781406503432      ,Dodo Press,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,Mystery,630,73.16,1.92,262,18.72
9781419120022      ,Kessinger Publishing,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,Short-Story,1206,98.05,3.92,62,13.17
9780330393775      ,Pan Publishing,Flatterland,Ian Stewart,Fiction,1168,56.4,3.44,242,10.89
9780321209184      ,Longman Publishing Group,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,Suspense,901,79.81,3.82,138,43.98
9780321276230      ,Longman Publishing Group,Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,Paranormal Romance,1353,74.49,1.94,106,30.82
9780321365606      ,Longman Publishing Group,American Government: Continuity and Change  Texas Edition,Karen  O'Connor/Larry J. Sabato,Crime,1136,27.32,2.09,39,42.13
9780425182383      ,Berkley Publishing,Stardust of Yesterday (de Piaget  #9; de Paiget/MacLeod  #1),Lynn Kurland,Non-Fiction,1342,27.72,3.78,293,33.02
9780789313508      ,Universe,Moonage Daydream: The Life & Times of Ziggy Stardust,David Bowie/Mick Rock,Satire,842,14.97,1.23,186,31.07
9780743457620      ,Gallery Books,From Sawdust to Stardust: The Biography of DeForest Kelley,Terry Lee Rioux,Paranormal Romance,568,35.15,4.76,263,45.02
9781400052936      ,Crown Publishing Group (NY),The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1),Douglas Adams,Science Fiction,256,93.15,3.54,211,46.09
9780061139376      ,William Morrow Paperbacks,Coraline,Neil Gaiman/Dave McKean,Short-Story,1431,83.08,1.46,195,18.86
9780375812934      ,Random House Children's Books,Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,Thriller,970,54.6,2.91,279,16.28
9780285633148      ,Souvenir Press,Lost World of Agharti: The Mystery of Vril Power,Alec MacLellan,Short-Story,1174,29.92,3.51,162,31.53
9780306804151      ,Da Capo Press,I Am the Blues: The Willie Dixon Story,Willie Dixon/Don Snowden,Anthology,633,99.84,4.05,155,19.62
9781400032952      ,Vintage,Isaac Newton,James Gleick,Anthology,152,56.07,3.52,205,16.62
9780130235015      ,Globe,Things Fall Apart: An Adapted Classic,Chinua Achebe,Crime,348,39.27,2,128,38.53
9780394700021      ,Vintage,The Stranger,Albert Camus/Stuart Gilbert,Mystery,308,67.77,3.02,153,13.8
9780822215028      ,Dramatists Play Service,Having Our Say: The Delany Sisters' First 100 Years,Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,Satire,1414,56.42,3.04,149,20.6
9781883398293      ,Morpheus International,Retrospective  1964-1984,H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,Romance,1320,83.02,2.5,134,48.14
9780860688662      ,Virago Press Ltd,Handmaid's Tale,Margaret Atwood,Short-Story,1007,63.55,1.33,186,27.46
9780374529529      ,Farrar  Straus and Giroux,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn/H.T. Willetts,Drama,701,47.84,3.95,287,47.96
9780691102962      ,Princeton University Press,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,Richard B. Alley,Romance,484,69.8,4.9,116,39.68
9781883011529      ,Library of America (NY),Collected Essays: Notes of a Native Son / Nobody Knows My Name / The Fire Next Time / No Name in the Street / The Devil Finds Work / Other Essays,James Baldwin/Toni Morrison,Short-Story,480,68.51,4.62,219,45.11
9780385509848      ,Nan A. Talese,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,Horror,512,93.86,2.76,47,38.55
9781583485095      ,New Millennium Library,My Ántonia (Great Plains Trilogy  #3),Willa Cather,Non-Fiction,1477,71.96,4,115,16.35
9780385489492      ,Anchor,Marie Antoinette: The Journey,Antonia Fraser,Non-Fiction,980,39.74,2.7,159,47.77
9780743487696      ,Pocket Books,My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,Fantasy,1366,75,1.11,281,21.36
9780060846879      ,William Morrow,The Bush Agenda: Invading the World  One Economy at a Time,Antonia Juhasz,Satire,928,76.87,1.79,150,13.43
9780307277749      ,Anchor Books,Marie Antoinette: The Journey,Antonia Fraser,Anthology,835,26.36,3.12,224,28.97
9780393090185      ,W. W. Norton & Company,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,Horror,246,45.01,1.81,253,27.54
9781593083328      ,Barnes  Noble Classics,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,Drama,110,22.91,1.29,71,44.63
9780312421854      ,Picador USA,A Yellow Raft in Blue Water,Michael Dorris,Thriller,799,54.47,3.89,164,46.63
9780679600176      ,Modern Library,The Sound and the Fury,William Faulkner,Chick lit,197,93.5,4.37,183,36.82
9780393964813      ,W. W. Norton & Company,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,Fiction,1438,32.27,3.21,233,46.42
9780739325353      ,Random House Audio,The Sound and the Fury,William Faulkner/Grover Gardner,Paranormal Romance,469,23.12,4.91,267,20.51
9780822012191      ,Cliffs Notes,CliffsNotes on Faulkner's The Sound and the Fury (Cliffs Notes),James Lamar Roberts/William Faulkner/CliffsNotes,Historical Fiction,1285,22.18,4.45,45,41.26
9780451528520      ,Signet Classics,The Invisible Man,H.G. Wells,Non-Fiction,894,90.22,3.57,143,19.85
9780812504675      ,Aerie,The Invisible Man,H.G. Wells,Historical Fiction,200,30.24,1.99,235,48.07
9780679723134      ,Vintage,Invisible Man,Ralph Ellison,Fiction,988,34.48,3.23,264,32.35
9780141439983      ,Penguin Classics,The Invisible Man,H.G. Wells/Christopher Priest,Fiction,870,34.73,2.84,232,26.42
9780399132674      ,G.P. Putnam's Sons,To Sail Beyond the Sunset,Robert A. Heinlein,Adventure,1012,29.13,2.64,241,29.89
9780399154096      ,G.P. Putnam's Sons,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,Fantasy,1388,83.82,2.35,32,15.6
9780439700887      ,Scholastic,Lady Friday (The Keys to the Kingdom  #5),Garth Nix,Non-Fiction,1110,55.16,1.82,100,14.93
9780345414007      ,Del Rey,Friday,Robert A. Heinlein,Drama,738,71.25,3.42,66,21.2
9780441783588      ,Ace Book,Starship Troopers,Robert A. Heinlein,Children,573,30.03,4.48,60,24.72
9780441014101      ,Ace,Starship Troopers,Robert A. Heinlein,Suspense,1460,84.46,2.2,70,19.26
9781568654300      ,Ace/SFBC,Starship Troopers,Robert A. Heinlein,Thriller,853,12.21,1.23,205,17.48
9781890995522      ,Square One Publishers,The Diamond Color Meditation: Color Pathway to the Soul,John  Diamond,Short-Story,545,25.76,4.62,85,13.27
9780786809301      ,Disney-Hyperion,Sirens and Sea Monsters (Tales from the Odyssey #3),Mary Pope Osborne/Homer/Troy Howell,Children,787,30.31,1.22,87,39.77
9781419542206      ,Kaplan,The Scarlet Letter,Nathaniel Hawthorne,Children,1147,22.75,1.22,94,46.5
9780744586534      ,Walker Books Ltd,Dracula,Bram Stoker/Jan Needle/Gary Blythe,Short-Story,270,32.16,3.34,260,47.16
9780743477369      ,Pocket Books,Dracula,Bram Stoker/Joseph Valente,Science Fiction,627,25.82,1.04,202,16.98
9780786180400      ,Blackstone Audiobooks,Dracula,Bram Stoker/Robert Whitfield,Paranormal Romance,212,22.55,1.26,168,42.29
9780800809638      ,Taplinger Publ. Company,The Bram Stoker Bedside Companion: 10 Stories by the Author of Dracula,Bram Stoker/Charles Osborne,Fantasy,1311,81,1.1,140,35.32
9780393970128      ,Norton,Dracula,Bram Stoker/Nina Auerbach/David J. Skal,Non-Fiction,837,21.99,3.51,213,44.66
9780743482790      ,Simon  Schuster,Macbeth,William Shakespeare/Paul Werstine/Barbara A. Mowat,Action,1286,94.92,4.29,94,40.8
9781586638467      ,SparkNotes,Macbeth (No Fear Shakespeare),William Shakespeare/SparkNotes/John Crowther,Fantasy,850,23.85,4.58,32,15.82
9780892967896      ,Mysterious Press,Death of a Dreamer (Hamish Macbeth  #22),M.C. Beaton,Fantasy,545,11.77,4.15,48,33.04
9780142437339      ,Penguin Books,The Crucible,Arthur  Miller/Christopher Bigsby,Historical Fiction,300,80.41,3.15,242,11.56
9780375706363      ,Vintage,Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,Fred Anderson,Chick lit,1119,46.63,1.43,106,10.61
9780743491693      ,Pocket Books,Spock: The Fire and the Rose (Star Trek: Crucible  #2),David R. George III,Anthology,112,10.49,2.86,239,32.54
9780743491686      ,Pocket Books,McCoy: The Provenance Of Shadows (Star Trek: Crucible  #1),David R. George III,Chick lit,1118,76.2,4.34,96,35.72
9780743491709      ,Star Trek,Kirk: The Star to Every Wandering (Star Trek: Crucible  #3),David R. George III,Romance,663,23.33,4.46,284,37.96
9780521447713      ,Cambridge University Press,Mr Tompkins in Paperback (Canto),George Gamow/Roger Penrose,Fiction,365,13.41,2.85,172,13.41
9780486248950      ,Dover Publications,Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,Romance,236,27.68,4.05,273,29.81
9790007672386      ,HarperCollins,The Great Divorce,C.S. Lewis,Suspense,787,68.47,1.63,75,14.28
9780465091249      ,Basic Books,The Metaphysics of Star Trek,Richard Hanley,Thriller,452,29.6,1.15,154,10.14
9780465099009      ,Basic Books,The Very Best of the Feynman Lectures,Richard P. Feynman,Graphic Novel,848,85.73,4.01,207,11.16
9780738209258      ,Basic Books,The Feynman Lectures on Physics Vols 3-4,Richard P. Feynman,Graphic Novel,327,89.32,4.33,169,24.83
9780738209272      ,Basic Books,The Feynman Lectures on Physics Vols 7-8,Richard P. Feynman,Fiction,956,38.7,1.03,272,23.27
9780738202839      ,Basic Books,The Feynman Lectures on Physics Vols 5-6,Richard P. Feynman,Adventure,681,29.77,4,215,29.3
9780805390490      ,Addison Wesley Publishing Company,The Feynman Lectures on Physics Vol 3,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,Children,575,78.35,2.49,22,16.55
9780786849734      ,Disney Press,Galactic Goodnight (Disney's Little Einsteins),Susan Ring/Kirk Albert Etienne,Suspense,1065,50.9,3.23,263,28.9
9780393011838      ,W. W. Norton  Company,What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke/Marlene Parrish,Thriller,827,43.04,4.59,97,11.95
9780786855391      ,Disney Press,Mission: Where's June? (Disney's Little Einstein),Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,Science Fiction,1480,72.35,1.45,74,41.95
9780786808380      ,Disney Press,Babies (Baby Einstein),Julie Aigner-Clark,Horror,492,10.37,3.84,245,14.74
